,secchi,chlorophyll_a,tsi,turbidity,salinity,do,ph
2026-01-31,1.3845635368552975,15.829953793418474,57.67554482029384,92.66538358793603,0.09028388657079374,9.57716598226987,7.577398380990306
2026-02-28,1.4165248176026466,15.149121781268967,57.176094576103026,98.04879882591149,0.05997468748609315,9.577150174825263,7.600460333036136
2026-03-31,1.369187149223419,13.17704560221788,57.983873635295105,99.57547810339432,0.04141848044860325,9.577104442448805,7.5867787934484054
2026-04-30,1.3779273801921483,10.23786445277905,58.294544905140164,97.28374894902646,0.04203103859731361,9.577144202742963,7.608103933573104
2026-05-31,1.3655498065454514,13.410931930471227,58.875762391806255,95.44790693922378,0.049777617784832084,9.57693460456726,7.624070215884192
2026-06-30,1.3369632327181196,12.201539510257835,59.071016665161686,93.84760973158451,0.03993816173028498,9.57698441363609,7.643373998149149
2026-07-31,1.3426038500395887,16.428276236767122,58.76912327628029,97.35980975119259,0.043576882106427205,9.57704190051165,7.616332480744854
2026-08-31,1.362704985610216,18.0766105550597,59.10895276853589,97.89206953642176,0.02413686251826181,9.576867863873488,7.601742588377946
2026-09-30,1.3657104284179817,16.124109486162077,59.14747823095826,102.13519155101447,0.026243498515340816,9.577047738869988,7.6028239309105805
2026-10-31,1.3353000784105389,17.540604022927557,59.187575453894354,101.74110174452647,0.02393352496219603,9.577001808060146,7.629759665687729
2026-11-30,1.3476367479177955,14.784503724435345,59.6501172110075,101.88899804236588,0.0,9.577047528684691,7.622177734846187
2026-12-31,1.33314855579641,14.148335959918702,60.11095285006375,101.63443592542303,0.0,9.577095843110524,7.629792499443442
