,secchi,chlorophyll_a,tsi,turbidity,salinity,do,ph
2026-01-31,1.262953020197406,18.042424461978186,61.807719939961174,76.19412144620561,0.11583975850255179,9.576422893491111,7.944051144451861
2026-02-28,1.2521194113244434,20.50639970637112,59.94073311796013,73.37345040780596,0.13322643380306592,9.576403266376147,7.945690968932273
2026-03-31,1.2465751997026058,17.2359140721492,60.3885412319659,72.99862116695365,0.14452766826546673,9.57641143417251,7.947576637480472
2026-04-30,1.2594147273010978,15.89598875079415,60.598304771004216,76.01572701731493,0.14304920766691112,9.576455835972371,7.940312678230618
2026-05-31,1.2609541782514302,9.652241767254893,60.7443726510047,75.86630849896108,0.14621535536206726,9.576512786839581,7.9164042812555415
2026-06-30,1.2465904919689812,9.577590831365601,59.99789267751818,68.89048014773924,0.1410297758729301,9.576507191594228,7.876525171329584
2026-07-31,1.2627872425357372,13.78568333075902,60.10637706847504,74.80250906217012,0.1387456190112555,9.576530074627536,7.897677689235771
2026-08-31,1.2390528861509706,17.95587024138639,60.072762165020926,70.38237226634757,0.13834323416460487,9.576547369649802,7.8799374540475045
2026-09-30,1.253885735548475,14.536523884788497,60.37923764256826,73.52106525531478,0.1440745317466717,9.576610173226866,7.8919977635698055
2026-10-31,1.2677123316464927,15.725420769992196,59.752076878239485,73.25026469347969,0.1702240895889438,9.576597411643395,7.869182414120959
2026-11-30,1.2609818683879903,14.56640187888952,59.69605554843571,73.97058073376006,0.1658016259089285,9.576623463373402,7.895890834556519
2026-12-31,1.269913359645009,20.21142308011614,59.57931375301774,75.10852319442131,0.17798225039300075,9.576660508308075,7.889409187263133
