date,secchi,chlorophyll_a,tsi,turbidity,salinity,do,ph
2018-02-28,1.4889724964246072,18.335450714726647,59.00772630879931,85.44557347012369,0.09507949631353425,9.576481237064026,7.614513223273118
2018-03-31,1.469035580693342,18.563970809926822,58.97329722945389,86.6594513791011,0.10548873166738013,9.576519112901895,7.622282363561311
2018-04-30,1.4497417912759885,18.785119289152796,58.939978765571226,87.834171936176,0.11556218523561808,9.576555766938544,7.6298008864208535
2018-05-31,1.4298048755447232,19.01363938435297,58.905549686225804,89.04804984515343,0.12597142058946395,9.576593642776412,7.637570026709047
2018-06-30,1.4105110861273698,19.234787863578948,58.87223122234314,90.22277040222833,0.1360448741577019,9.576630296813061,7.645088549568589
2018-07-31,1.3905741703961045,19.46330795877912,58.83780214299772,91.43664831120574,0.14645410951154778,9.57666817265093,7.652857689856782
2018-08-31,1.3706372546648393,19.691828053979293,58.8033730636523,92.65052622018315,0.15686334486539366,9.576706048488798,7.660626830144976
2018-09-30,1.351343465247486,19.91297653320527,58.77005459976964,93.82524677725806,0.1669367984336316,9.576742702525447,7.668145353004518
2018-10-31,1.3314065495162208,20.141496628405445,58.735625520424215,95.03912468623548,0.1773460337874775,9.576780578363316,7.675914493292711
2018-11-30,1.3121127600988673,20.36264510763142,58.70230705654155,96.21384524331039,0.18741948735571543,9.576817232399964,7.683433016152254
2018-12-31,1.2921758443676021,20.591165202831593,58.66787797719613,97.4277231522878,0.1978287227095613,9.576855108237833,7.691202156440447
2019-01-31,1.6364550464306,19.881454180310907,59.72809583583895,90.00011576414897,0.17268646379592054,9.576492831789798,7.518099643316918
2019-02-28,1.5419632032013624,20.726190822831324,59.866974076564894,91.59471137985818,0.11422375737772546,9.57816328145812,7.4928561090298285
2019-03-31,1.5589669471172911,20.787388325192538,59.962085043156776,91.35506852604757,0.17519492524910513,9.576975251155453,7.419032934025371
2019-04-30,1.4545152579474532,21.24620515468342,59.72669479195558,93.83923025819865,0.18026100709743048,9.577297430282428,7.543927090378594
2019-05-31,1.3465818458052874,21.720315878490663,59.483458199047675,96.40619738142144,0.18549595834070004,9.577630348713637,7.672984385276925
2019-06-30,1.3567593155949036,25.117987729343596,60.81390342836265,87.093258669068,0.1868782693556313,9.577645068192023,7.7184184578641695
2019-07-31,1.367276034377507,28.628915308558298,62.188696831988125,77.4698886663028,0.1883066574043936,9.57766027831969,7.7653669995376555
2019-08-31,1.5182206629623196,30.957308981667012,63.455007846092485,71.53539197607404,0.19527256818195615,9.577313165329631,7.794768881895725
