date,secchi,chlorophyll_a,tsi,turbidity,salinity,do,ph
2018-02-28,1.2757208058106548,14.299353986603888,56.47059762081547,110.53839712741994,0.0588004838880369,9.576670353870966,7.5202636463713475
2018-03-31,1.265912835986671,14.331133788736237,56.410389136876276,112.4029155932206,0.06685515675115795,9.57670394065513,7.491287228711523
2018-04-30,1.2564212522860412,14.361888435961092,56.35212286209641,114.20728830205995,0.07465000145740414,9.576736443994644,7.463245534202015
2018-05-31,1.2466132824620573,14.39366823809344,56.291914378157216,116.07180676786061,0.08270467432052518,9.576770030778809,7.434269116542191
2018-06-30,1.2371216987614275,14.424422885318295,56.233648103377355,117.87617947669995,0.09049951902677136,9.576802534118322,7.406227422032683
2018-07-31,1.2273137289374436,14.456202687450643,56.173439619438156,119.74069794250062,0.0985541918898924,9.576836120902485,7.377251004372859
2018-08-31,1.2175057591134597,14.487982489582992,56.113231135498964,121.60521640830127,0.10660886475301345,9.57686970768665,7.348274586713034
2018-09-30,1.20801417541283,14.518737136807847,56.0549648607191,123.40958911714061,0.11440370945925962,9.576902211026162,7.320232892203526
2018-10-31,1.198206205588846,14.550516938940195,55.99475637677991,125.27410758294127,0.12245838232238068,9.576935797810327,7.291256474543701
2018-11-30,1.1887146218882163,14.58127158616505,55.93649010200004,127.07848029178062,0.13025322702862685,9.57696830114984,7.263214780034193
2018-12-31,1.1789066520642324,14.613051388297398,55.87628161806085,128.94299875758128,0.1383078998917479,9.577001887934005,7.234238362374369
2019-01-31,1.1970780310464044,15.497888144816711,56.70181950653606,122.94549949947746,0.129235265089534,9.576870293114995,7.402066554549181
2019-02-28,1.2708401758354282,17.19840497164125,57.87782512824744,114.64973389563961,0.1040803493023755,9.576912003401254,7.445941016343124
2019-03-31,1.2806981470009369,24.615820252626786,61.6899303992121,109.23607820032511,0.10783390824507375,9.57698794907104,7.526109801475084
2019-04-30,1.2718349024696716,26.884708800181443,62.60986089812152,103.32889906072155,0.10004980955238603,9.57734361264165,7.579620247015056
2019-05-31,1.2626762164540308,29.22922696598792,63.56045574699458,97.22481394979788,0.0920062409032754,9.577711131664616,7.634914374073027
2019-06-30,1.2633246349066034,30.582974223808503,63.985832394857184,102.47256426183976,0.0960831991804605,9.577275299996327,7.576283976294248
2019-07-31,1.2639946673075952,31.981846390223104,64.42538826431522,107.89523958428305,0.1002960560668851,9.576824940605762,7.515699231922844
2019-08-31,1.2505442298003218,27.832498443770973,62.9368480038106,105.02774943532422,0.0638960415203691,9.57713391409997,7.632844175742598
2019-09-30,1.2776506446927522,23.117681828560492,60.51539899369736,103.95511246804426,0.07787231127798874,9.577124589852533,7.576964369214973
2019-10-31,1.305660606748264,18.245704659509663,58.013235016580346,102.84672093518832,0.0923144566941957,9.577114954796848,7.519221902469759
2019-11-30,1.329888094135583,15.744655160984411,57.06781372806264,118.02076625753234,0.1243340742279977,9.577056867537548,7.092937308748651
2019-12-31,1.2513595997980007,16.10781255478084,57.03195291060161,117.2558907467231,0.11963418222726836,9.577186690557333,7.186822803121088
2020-01-31,1.2169591378430498,16.04876966222039,56.92716653747605,123.8144654354176,0.1166090673355694,9.576950040300417,7.262314441575896
2020-02-29,1.3135345579851059,16.27728267847259,57.23586259294701,113.51509430041273,0.11655342986771226,9.576937294977427,7.353198135463836
2020-03-31,1.4478553793073285,14.975189752869758,56.349753711556836,113.56233174394896,0.1090557625911421,9.577058163523759,7.198593925728581
2020-04-30,1.3286946461370013,16.236913515076072,57.12619175167682,110.72176132490658,0.0813632950532942,9.577101669463184,7.508313461751438
2020-05-31,1.3283358456548857,17.61056661753029,57.93549541627042,106.67710391414428,0.08181784737478803,9.577338935530335,7.555151745648667
