date,secchi,chlorophyll_a,tsi,turbidity,salinity,do,ph
2018-02-28,1.4908973399617125,13.044896940110442,55.710299538621285,104.9610075180963,0.0331804815791954,9.577151516521187,7.354302043408111
2018-03-31,1.5582425432601552,13.29819769901582,55.88860619080172,104.57922177535927,0.04858213385544438,9.57710062346073,7.33372742158328
2018-04-30,1.623415320645745,13.543327465698443,56.06116101549245,104.2097517017428,0.06348695863891113,9.577051372111901,7.313816497236669
2018-05-31,1.6907605239441876,13.79662822460382,56.23946766767288,103.82796595900578,0.07888861091516011,9.577000479051444,7.293241875411837
2018-06-30,1.7559333013297775,14.041757991286444,56.41202249236362,103.45849588538931,0.09379343569862686,9.576951227702613,7.273330951065227
2018-07-31,1.8232785046282203,14.29505875019182,56.59032914454404,103.0767101426523,0.10919508797487584,9.576900334642158,7.2527563292403965
2018-08-31,1.890623707926663,14.5483595090972,56.768635796724475,102.69492439991528,0.12459674025112483,9.5768494415817,7.232181707415565
2018-09-30,1.955796485312253,14.793489275779823,56.94119062141521,102.32545432629881,0.13950156503459157,9.57680019023287,7.212270783068954
2018-10-31,2.0231416886106954,15.0467900346852,57.11949727359564,101.94366858356179,0.15490321731084056,9.576749297172412,7.191696161244123
2018-11-30,2.0883144659962856,15.291919801367824,57.292052098286376,101.57419850994532,0.1698080420943073,9.576700045823584,7.171785236897513
2018-12-31,2.155659669294728,15.5452205602732,57.47035875046681,101.1924127672083,0.1852096943705563,9.576649152763126,7.1512106150726815
2019-01-31,1.5739176022990156,9.199976560431315,51.6355693863706,145.3386810029175,0.0829851338307587,9.5771434646446,6.784674566644029
2019-02-28,1.9876998099544765,12.02925070398642,54.53539916476378,121.7390443780633,0.09656190971339099,9.577265021008998,6.4609257990570725
2019-03-31,1.7813457446964365,15.470226233413792,56.48986305621307,123.27687598185602,0.06998087506314288,9.577265548747345,6.273541714696382
2019-04-30,1.7655887677438364,17.116904947933364,58.15455039940036,115.98288805177629,0.09685489803838336,9.577304053063097,6.779931107045706
2019-05-31,1.4670609229656912,24.87197053539824,61.7002867918137,130.62689993497247,0.0361670030206109,9.577552204823297,6.140581362724371
2019-06-30,1.530892684077802,22.36003978550576,60.123268987174924,131.66022816598291,0.04402029499676151,9.577541138987836,5.983924427533382
2019-07-31,1.5968521705603167,19.764378010616863,58.49368392238152,132.72800067136035,0.05213536337211713,9.577529704291194,5.822045594502694
2019-08-31,1.662811657042831,17.168716235727963,56.86409885758812,133.79577317673778,0.06025043174747276,9.577518269594552,5.660166761472007
2019-09-30,1.726643418154942,14.656785485835483,55.28708105294934,134.82910140774823,0.06810372372362336,9.577507203759092,5.503509826281019
2019-10-31,1.7926029046374565,12.061123710946585,53.65749598815594,135.89687391312566,0.076218792098979,9.57749576906245,5.34163099325033
2019-11-30,1.8564346657495674,9.549192961054104,52.08047818351716,136.9302021441361,0.0840720840751296,9.57748470322699,5.184974058059343
2019-12-31,2.2272445576395072,12.101792364257298,54.52624135105369,122.00603355291919,0.1053504575770064,9.577215293769266,6.431547176498701
2020-01-31,1.8651080477126314,11.072875339981747,53.57244293232104,133.6313204237117,0.09996231485820838,9.577229862781968,6.5402862334286525
2020-02-29,1.761968219842278,12.336254502236894,54.65285013533725,123.93863643089873,0.10734302369143625,9.577152869854007,6.520006239433597
2020-03-31,2.0058465810461903,12.970075315852592,55.22238128433071,125.68340150535124,0.09571375057486566,9.577435066942565,6.129585872962074
2020-04-30,1.532682740741393,15.544835386122962,57.27952956805965,120.7822131350553,0.1128834899656125,9.577379100864265,6.7093895483309725
2020-05-31,1.726973611912345,17.151789015866516,58.063275534255574,111.89934298699497,0.0470551478260294,9.577658180283304,6.715264954422592
2020-06-30,1.6641195701744713,17.45840667676362,58.34125114095738,107.98861902556729,0.04383087150088922,9.577905492187705,6.912119719490335
2020-07-31,1.5991703937120019,17.775244926357296,58.62849260121591,103.9475375987587,0.04049911929824436,9.578161047822253,7.115536310060337
2020-08-31,1.5342212172495324,18.09208317595097,58.915734061474446,99.9064561719501,0.0371673670955995,9.5784166034568,7.318952900630339
2020-09-30,1.5657341802664735,15.780209075636304,57.28203812387754,110.87173899060909,0.06283429774982943,9.578035468842033,7.048286802029845
2020-10-31,1.5982975753839794,13.391272505311147,55.5938856550274,122.20253123655671,0.08935679275920037,9.577641629740107,6.768598500142669
2020-11-30,1.6298105384009205,11.079398404996478,53.960189717430495,133.1678140552157,0.1150237234134303,9.57726049512534,6.497932401542176
2020-12-31,1.2590095454388566,14.386894841606281,56.66078893754407,130.88709197823397,0.12253277516987579,9.576421956246762,7.291315324089117
2021-01-31,1.8797667269967075,8.63370130700132,51.40034580699572,139.88022767193627,0.069607191716595,9.577129435897414,6.12475290459171
2021-02-28,1.9115395483138122,11.623992639867863,54.1948145740283,122.86527842170425,0.11979050875886166,9.577275526352917,6.406453149928672
2021-03-31,1.7786273690537489,10.293617061363348,52.84045855564411,138.69359405336346,0.07488510416472922,9.577365034897843,5.739486688499148
2021-04-30,1.4564710595048338,17.210915992270255,58.211446992009016,107.2103674290716,0.0501214864492622,9.577595429526864,7.13881659538677
2021-05-31,1.670942160394489,16.02869622466659,57.47832554683749,114.59963916440017,0.056260119687725096,9.577950214429723,6.787877152699156
2021-06-30,1.2774014358429882,10.732553011886091,53.29937077446456,132.4433207086637,0.0800617985838781,9.577426374296472,7.088508404375424
2021-07-31,1.2657333550474539,11.429546009964524,53.93126253991236,132.4798990015492,0.0776890879177766,9.577319060358443,7.162791914348495
2021-08-31,1.2540652742519198,12.126539008042956,54.563154305360165,132.5164772944347,0.07531637725167509,9.577211746420412,7.237075424321566
2021-09-30,1.2427735831594673,12.801048361022085,55.17466246547094,132.55187564238844,0.0730202056393188,9.57710789422232,7.308962692037442
2021-10-31,1.206774545114042,13.142286327797397,55.78712025086845,129.19274408727154,0.144506501646992,9.576757303282603,7.304653964723317
2021-11-30,1.314141832480152,11.835649785597585,54.43434568121727,132.94015600309996,0.10771723014405923,9.576979842451985,6.8436844639781205
2021-12-31,1.4250880294251325,10.485458691991113,53.03647862591106,136.81248164945598,0.0697016495910287,9.57720979959368,6.367349313208084
2022-01-31,2.0891204656064306,9.729512043001602,52.09087246176251,134.79401724737428,0.047802333310673926,9.577250263193003,5.7106333621842165
2022-02-28,1.8007704863373093,12.215021183090885,54.40994926246312,120.50801898352996,0.04322165131467777,9.577441924138665,6.478025106500902
